2151|"325554"|"295134"|"18929285"
|"325553"|"295134"|"18929284"
2151|"325552"|"295134"|"18929283"
21494|"325554"|"295133"|"18929281"
|"325553"|"295133"|"18929280"
21494|"325552"|"295133"|"18929279"
1807|"325554"|"295132"|"18929277"
|"325553"|"295132"|"18929276"
1807|"325552"|"295132"|"18929275"
2394|"325554"|"295131"|"18929125"
|"325553"|"295131"|"18929124"
2394|"325552"|"295131"|"18929123"
6143|"325554"|"295130"|"18929121"
|"325553"|"295130"|"18929120"
6143|"325552"|"295130"|"18929119"
8269|"325554"|"295129"|"18929117"
|"325553"|"295129"|"18929116"
8269|"325552"|"295129"|"18929115"
419|"325554"|"295128"|"18929113"
419|"325552"|"295128"|"18929112"
987|"325554"|"295127"|"18929110"
987|"325552"|"295127"|"18929109"
819|"325554"|"295126"|"18929107"
|"325553"|"295126"|"18929106"
819|"325552"|"295126"|"18929105"
9719|"325554"|"295125"|"18929261"
|"325553"|"295125"|"18929260"
9719|"325552"|"295125"|"18929259"
2659|"325554"|"295124"|"18929103"
|"325553"|"295124"|"18929102"
2659|"325552"|"295124"|"18929101"
2719|"325554"|"295123"|"18929099"
|"325553"|"295123"|"18929098"
2719|"325552"|"295123"|"18929097"
960|"325554"|"295122"|"18929095"
|"325553"|"295122"|"18929094"
960|"325552"|"295122"|"18929093"
867|"325554"|"295121"|"18929091"
|"325553"|"295121"|"18929090"
867|"325552"|"295121"|"18929089"
1629|"325554"|"295120"|"18929087"
|"325553"|"295120"|"18929086"
1629|"325552"|"295120"|"18929085"
292|"325554"|"295119"|"18929083"
|"325553"|"295119"|"18929082"
292|"325552"|"295119"|"18929081"
1474|"325554"|"295118"|"18929079"
|"325553"|"295118"|"18929078"
1474|"325552"|"295118"|"18929077"
1273|"325554"|"295117"|"18929075"
|"325553"|"295117"|"18929074"
1273|"325552"|"295117"|"18929073"
709|"325554"|"295116"|"18929071"
|"325553"|"295116"|"18929070"
709|"325552"|"295116"|"18929069"
539|"325554"|"295115"|"18929067"
|"325553"|"295115"|"18929066"
539|"325552"|"295115"|"18929065"
817|"325554"|"295114"|"18929063"
|"325553"|"295114"|"18929062"
817|"325552"|"295114"|"18929061"
610|"325554"|"295113"|"18929059"
|"325553"|"295113"|"18929058"
610|"325552"|"295113"|"18929057"
188|"325554"|"295112"|"18929055"
|"325553"|"295112"|"18929054"
188|"325552"|"295112"|"18929053"
1083|"325554"|"295111"|"18929051"
|"325553"|"295111"|"18929050"
1083|"325552"|"295111"|"18929049"
468|"325554"|"295110"|"18929047"
|"325553"|"295110"|"18929046"
468|"325552"|"295110"|"18929045"
3931|"325554"|"295109"|"18929043"
|"325553"|"295109"|"18929042"
3931|"325552"|"295109"|"18929041"
297|"325554"|"295108"|"18929039"
297|"325552"|"295108"|"18929038"
231|"325554"|"295107"|"18929036"
|"325553"|"295107"|"18929035"
231|"325552"|"295107"|"18929034"
501|"325554"|"295106"|"18929032"
|"325553"|"295106"|"18929031"
501|"325552"|"295106"|"18929030"
464|"325554"|"295105"|"18929028"
|"325553"|"295105"|"18929027"
464|"325552"|"295105"|"18929026"
536|"325554"|"295104"|"18929024"
536|"325552"|"295104"|"18929023"
5056|"325554"|"295103"|"18929021"
|"325553"|"295103"|"18929020"
5056|"325552"|"295103"|"18929019"
11145|"325554"|"295102"|"18929017"
|"325553"|"295102"|"18929016"
11145|"325552"|"295102"|"18929015"
12916|"325554"|"295101"|"18929013"
|"325553"|"295101"|"18929012"
12916|"325552"|"295101"|"18929011"
977|"325554"|"295100"|"18929009"
977|"325552"|"295100"|"18929008"
497|"325554"|"295099"|"18929006"
497|"325552"|"295099"|"18929005"
3735|"325554"|"295098"|"18929003"
3735|"325552"|"295098"|"18929002"
1843|"325554"|"295097"|"18929000"
1843|"325552"|"295097"|"18928999"
7021|"325554"|"295096"|"18928997"
7021|"325552"|"295096"|"18928996"
3428|"325554"|"295095"|"18928994"
|"325553"|"295095"|"18928993"
3428|"325552"|"295095"|"18928992"
1274|"325554"|"295094"|"18929257"
|"325553"|"295094"|"18929256"
1274|"325552"|"295094"|"18929255"
7098|"325554"|"295093"|"18929253"
|"325553"|"295093"|"18929252"
7098|"325552"|"295093"|"18929251"
3060|"325554"|"295092"|"18929249"
|"325553"|"295092"|"18929248"
3060|"325552"|"295092"|"18929247"
1283|"325554"|"295091"|"18928990"
1283|"325552"|"295091"|"18928989"
3897|"325554"|"295090"|"18928987"
3897|"325552"|"295090"|"18928986"
3277|"325554"|"295089"|"18928984"
3277|"325552"|"295089"|"18928983"
762|"325554"|"295088"|"18929245"
762|"325552"|"295088"|"18929244"
563|"325554"|"295087"|"18929242"
563|"325552"|"295087"|"18929241"
287|"325554"|"295086"|"18928981"
287|"325552"|"295086"|"18928980"
352|"325554"|"295085"|"18928978"
352|"325552"|"295085"|"18928977"
406|"325554"|"295084"|"18928975"
406|"325552"|"295084"|"18928974"
3079|"325554"|"295083"|"18928972"
|"325553"|"295083"|"18928971"
3079|"325552"|"295083"|"18928970"
5075|"325554"|"295082"|"18929301"
|"325553"|"295082"|"18929300"
5075|"325552"|"295082"|"18929299"
513|"325554"|"295081"|"18928968"
513|"325552"|"295081"|"18928967"
6288|"325554"|"295080"|"18928965"
6288|"325552"|"295080"|"18928964"
2023|"325554"|"295079"|"18928962"
2023|"325552"|"295079"|"18928961"
3362|"325554"|"295078"|"18928959"
3362|"325552"|"295078"|"18928958"
1817|"325554"|"295077"|"18928956"
1817|"325552"|"295077"|"18928955"
7372|"325554"|"295076"|"18929273"
|"325553"|"295076"|"18929272"
7372|"325552"|"295076"|"18929271"
7527|"325554"|"295075"|"18929269"
|"325553"|"295075"|"18929268"
7527|"325552"|"295075"|"18929267"
4632|"325554"|"295074"|"18929265"
|"325553"|"295074"|"18929264"
4632|"325552"|"295074"|"18929263"
5437|"325554"|"295073"|"18928953"
5437|"325552"|"295073"|"18928952"
12465|"325554"|"295072"|"18928950"
12465|"325552"|"295072"|"18928949"
14153|"325554"|"295071"|"18928947"
14153|"325552"|"295071"|"18928946"
325|"325554"|"295070"|"18928944"
325|"325552"|"295070"|"18928943"
7804|"325554"|"295069"|"18928941"
|"325553"|"295069"|"18928940"
7804|"325552"|"295069"|"18928939"
785|"325554"|"295068"|"18928937"
785|"325552"|"295068"|"18928936"
1213|"325554"|"295067"|"18928934"
1213|"325552"|"295067"|"18928933"
2376|"325554"|"295066"|"18928931"
2376|"325552"|"295066"|"18928930"
2313|"325554"|"295065"|"18928928"
2313|"325552"|"295065"|"18928927"
1070|"325554"|"295064"|"18928925"
1070|"325552"|"295064"|"18928924"
2748|"325554"|"295063"|"18928922"
|"325553"|"295063"|"18928921"
2748|"325552"|"295063"|"18928920"
2153|"325554"|"295062"|"18928918"
|"325553"|"295062"|"18928917"
2153|"325552"|"295062"|"18928916"
3339|"325554"|"295061"|"18928914"
|"325553"|"295061"|"18928913"
3339|"325552"|"295061"|"18928912"
3443|"325554"|"295060"|"18928910"
|"325553"|"295060"|"18928909"
3443|"325552"|"295060"|"18928908"
2596|"325554"|"295059"|"18928906"
|"325553"|"295059"|"18928905"
2596|"325552"|"295059"|"18928904"
1326|"325554"|"295058"|"18928902"
1326|"325552"|"295058"|"18928901"
2147|"325554"|"295057"|"18928899"
|"325553"|"295057"|"18928898"
2147|"325552"|"295057"|"18928897"
4223|"325554"|"295056"|"18928895"
|"325553"|"295056"|"18928894"
4223|"325552"|"295056"|"18928893"
1088|"325554"|"295055"|"18928891"
|"325553"|"295055"|"18928890"
1088|"325552"|"295055"|"18928889"
2319|"325554"|"295054"|"18928887"
|"325553"|"295054"|"18928886"
2319|"325552"|"295054"|"18928885"
3248|"325554"|"295053"|"18928883"
|"325553"|"295053"|"18928882"
3248|"325552"|"295053"|"18928881"
1763|"325554"|"295052"|"18928879"
|"325553"|"295052"|"18928878"
1763|"325552"|"295052"|"18928877"
3608|"325554"|"295051"|"18928875"
|"325553"|"295051"|"18928874"
3608|"325552"|"295051"|"18928873"
12518|"325554"|"295050"|"18929297"
|"325553"|"295050"|"18929296"
12518|"325552"|"295050"|"18929295"
5038|"325554"|"295049"|"18929293"
|"325553"|"295049"|"18929292"
5038|"325552"|"295049"|"18929291"
4027|"325554"|"295048"|"18929289"
|"325553"|"295048"|"18929288"
4027|"325552"|"295048"|"18929287"
16955|"325554"|"295047"|"18928871"
|"325553"|"295047"|"18928870"
16955|"325552"|"295047"|"18928869"
19813|"325554"|"295046"|"18928867"
|"325553"|"295046"|"18928866"
19813|"325552"|"295046"|"18928865"
17061|"325554"|"295045"|"18928863"
|"325553"|"295045"|"18928862"
17061|"325552"|"295045"|"18928861"
21390|"325554"|"295044"|"18928859"
|"325553"|"295044"|"18928858"
21390|"325552"|"295044"|"18928857"
3165|"325554"|"295043"|"18928855"
|"325553"|"295043"|"18928854"
3165|"325552"|"295043"|"18928853"
2978|"325551"|"295147"|"18929173"
2978|"325552"|"295147"|"18929174"
|"325553"|"295147"|"18929175"
2978|"325554"|"295147"|"18929176"
1700|"325551"|"295148"|"18929177"
1700|"325552"|"295148"|"18929178"
|"325553"|"295148"|"18929179"
1700|"325554"|"295148"|"18929180"
1298|"325551"|"295149"|"18929181"
1298|"325552"|"295149"|"18929182"
|"325553"|"295149"|"18929183"
1298|"325554"|"295149"|"18929184"
1553|"325551"|"295150"|"18929185"
1553|"325552"|"295150"|"18929186"
|"325553"|"295150"|"18929187"
1553|"325554"|"295150"|"18929188"
20073|"325551"|"295151"|"18929189"
20073|"325552"|"295151"|"18929190"
|"325553"|"295151"|"18929191"
20073|"325554"|"295151"|"18929192"
345|"325551"|"295152"|"18929193"
345|"325552"|"295152"|"18929194"
345|"325554"|"295152"|"18929195"
2842|"325551"|"295153"|"18929236"
2842|"325552"|"295153"|"18929237"
|"325553"|"295153"|"18929238"
2842|"325554"|"295153"|"18929239"
2402|"325551"|"295154"|"18929196"
2402|"325552"|"295154"|"18929197"
|"325553"|"295154"|"18929198"
2402|"325554"|"295154"|"18929199"
39357|"325551"|"295155"|"18929200"
39357|"325552"|"295155"|"18929201"
|"325553"|"295155"|"18929202"
39357|"325554"|"295155"|"18929203"
24269|"325551"|"295156"|"18929204"
24269|"325552"|"295156"|"18929205"
|"325553"|"295156"|"18929206"
24269|"325554"|"295156"|"18929207"
89369|"325551"|"295157"|"18929208"
89369|"325552"|"295157"|"18929209"
|"325553"|"295157"|"18929210"
89369|"325554"|"295157"|"18929211"
242|"325551"|"295158"|"18929212"
242|"325552"|"295158"|"18929213"
242|"325554"|"295158"|"18929214"
13030|"325551"|"295159"|"18929215"
13030|"325552"|"295159"|"18929216"
13030|"325554"|"295159"|"18929217"
11436|"325551"|"295160"|"18929218"
11436|"325552"|"295160"|"18929219"
11436|"325554"|"295160"|"18929220"
15785|"325551"|"295161"|"18929221"
15785|"325552"|"295161"|"18929222"
15785|"325554"|"295161"|"18929223"
2476|"325551"|"295162"|"18929224"
2476|"325552"|"295162"|"18929225"
|"325553"|"295162"|"18929226"
2476|"325554"|"295162"|"18929227"
17302|"325551"|"295163"|"18929228"
17302|"325552"|"295163"|"18929229"
|"325553"|"295163"|"18929230"
17302|"325554"|"295163"|"18929231"
6297|"325551"|"295164"|"18929232"
6297|"325552"|"295164"|"18929233"
|"325553"|"295164"|"18929234"
6297|"325554"|"295164"|"18929235"
