"mixed"|"13888809"|"10839242"
"mixed"|"13888814"|"10839241"
"mixed"|"13888815"|"10839240"
"mixed"|"13888821"|"10839239"
"mixed"|"13888822"|"10839238"
"mixed"|"13888828"|"10839237"
"mixed"|"13888829"|"10839236"
"mixed"|"13888835"|"10839235"
"mixed"|"13888836"|"10839234"
"mixed"|"13888841"|"10839233"
"mixed"|"13888848"|"10839232"
"not used"|"13888855"|"10839231"
"not used"|"13888861"|"10839230"
"mixed"|"13888862"|"10839229"
"mixed"|"13888863"|"10839228"
"mixed"|"13888868"|"10839227"
"mixed"|"13888873"|"10839226"
"mixed"|"13888878"|"10839225"
"mixed"|"13888882"|"10839224"
"mixed"|"13888886"|"10839223"
"mixed"|"13888894"|"10839222"
"mixed"|"13888902"|"10839221"
"mixed"|"13888908"|"10839220"
"mixed"|"13888914"|"10839219"
"mixed"|"13888920"|"10839218"
"mixed"|"13888924"|"10839217"
"mixed"|"13888928"|"10839216"
"mixed"|"13888932"|"10839215"
"mixed"|"13888936"|"10839214"
"mixed"|"13888940"|"10839213"
"mixed"|"13888941"|"10839212"
"not used"|"13888948"|"10839211"
"mixed"|"13888951"|"10839210"
"mixed"|"13888952"|"10839209"
"mixed"|"13888958"|"10839208"
"mixed"|"13888959"|"10839207"
"mixed"|"13888964"|"10839206"
"mixed"|"13888965"|"10839205"
"mixed"|"13888970"|"10839204"
"mixed"|"13888975"|"10839203"
"mixed"|"13888980"|"10839202"
"mixed"|"13888985"|"10839201"
"mixed"|"13888990"|"10839200"
"mixed"|"13888995"|"10839199"
"mixed"|"13888996"|"10839198"
"mixed"|"13889003"|"10839197"
"mixed"|"13889010"|"10839196"
"mixed"|"13889017"|"10839195"
"mixed"|"13889024"|"10839189"
"mixed"|"13889029"|"10839188"
"mixed"|"13889034"|"10839177"
"mixed"|"13889038"|"10839176"
"mixed"|"13889046"|"10839175"
"mixed"|"13889047"|"10839174"
"mixed"|"13889051"|"10839144"
"mixed"|"13889056"|"10839139"
"mixed"|"13889061"|"10839138"
"mixed"|"13889066"|"10839137"
"mixed"|"13889071"|"10839135"
"mixed"|"13889077"|"10839134"
