0|0|10||2|4|5||||"39867728"|"68140605"
0|6|10||5|40|75||||"39867728"|"68140606"
0|2|10||2|4|5||||"39867729"|"68140607"
0|3|10||5|40|75||||"39867729"|"68140608"
0|5|15||2|4|5||||"39867730"|"68140609"
3|10|25||5|40|75||||"39867730"|"68140610"
0|1|3||75|162|250||||"39867730"|"68140611"
0|8|15||2|4|5||||"39867731"|"68140612"
5|16|25||5|40|75||||"39867731"|"68140613"
0|1|6||75|162|250||||"39867731"|"68140614"
2|15|25||2|4|5||||"39867732"|"68140615"
10|30|40||5|40|75||||"39867732"|"68140616"
0|5|6||75|162|250||||"39867732"|"68140617"
5|18|30||2|4|5||||"39867733"|"68140618"
15|32|45||5|40|75||||"39867733"|"68140619"
0|5|6||75|162|250||||"39867733"|"68140620"
5|16|25||5|40|75||||"39867734"|"68140621"
0|8|15||2|4|5||||"39867734"|"68140622"
0|1|6||75|162|250||||"39867734"|"68140623"
2|15|25||2|4|5||||"39867735"|"68140624"
10|30|40||5|40|75||||"39867735"|"68140625"
0|5|6||75|162|250||||"39867735"|"68140626"
15|32|45||5|40|75||||"39867736"|"68140627"
5|18|30||2|4|5||||"39867736"|"68140628"
0|5|6||75|162|250||||"39867736"|"68140629"
15|32|45||5|40|75||||"39867737"|"68140630"
5|18|30||2|4|5||||"39867737"|"68140631"
0|5|6||75|162|250||||"39867737"|"68140632"
5|16|25||5|40|75||||"39867738"|"68140633"
0|8|15||2|4|5||||"39867738"|"68140634"
0|1|6||75|162|250||||"39867738"|"68140635"
2|15|25||2|4|5||||"39867739"|"68140636"
10|30|40||5|40|75||||"39867739"|"68140637"
0|5|6||75|162|250||||"39867739"|"68140638"
2|15|25||2|4|5||||"39867740"|"68140639"
10|30|40||5|40|75||||"39867740"|"68140640"
0|5|6||75|162|250||||"39867740"|"68140641"
15|32|45||5|40|75||||"39867741"|"68140642"
5|18|30||2|4|5||||"39867741"|"68140643"
0|5|6||75|162|250||||"39867741"|"68140644"
5|16|25||5|40|75||||"39867742"|"68140645"
0|8|15||2|4|5||||"39867742"|"68140646"
0|1|6||75|162|250||||"39867742"|"68140647"
3|18|20||5|40|75||||"39867743"|"68140648"
0|9|15||2|4|5||||"39867743"|"68140649"
0|2|10||75|162|250||||"39867743"|"68140650"
0|1|3||250|425|600||||"39867743"|"68140651"
3|15|20||5|40|75||||"39867744"|"68140652"
0|7|15||2|4|5||||"39867744"|"68140653"
0|2|10||75|162|250||||"39867744"|"68140654"
0|1|3||250|425|600||||"39867744"|"68140655"
0|6|15||2|4|5||||"39867745"|"68140656"
3|13|20||5|40|75||||"39867745"|"68140657"
0|1|6||75|162|250||||"39867745"|"68140658"
0|1|3||250|425|600||||"39867745"|"68140659"
3|18|20||5|40|75||||"39867746"|"68140660"
0|9|15||2|4|5||||"39867746"|"68140661"
0|2|10||75|162|250||||"39867746"|"68140662"
0|1|3||250|425|600||||"39867746"|"68140663"
3|15|20||5|40|75||||"39867747"|"68140664"
0|7|15||2|4|5||||"39867747"|"68140665"
0|2|10||75|162|250||||"39867747"|"68140666"
0|1|3||250|425|600||||"39867747"|"68140667"
3|13|20||5|40|75||||"39867748"|"68140668"
0|6|15||2|4|5||||"39867748"|"68140669"
0|1|6||75|162|250||||"39867748"|"68140670"
0|1|3||250|425|600||||"39867748"|"68140671"
3|18|20||5|40|75||||"39867749"|"68140672"
0|9|15||2|4|5||||"39867749"|"68140673"
0|2|10||75|162|250||||"39867749"|"68140674"
0|1|3||250|425|600||||"39867749"|"68140675"
3|15|20||5|40|75||||"39867750"|"68140676"
0|7|15||2|4|5||||"39867750"|"68140677"
0|2|10||75|162|250||||"39867750"|"68140678"
0|1|3||250|425|600||||"39867750"|"68140679"
3|13|20||5|40|75||||"39867751"|"68140680"
0|6|15||2|4|5||||"39867751"|"68140681"
0|1|6||75|162|250||||"39867751"|"68140682"
0|1|3||250|425|600||||"39867751"|"68140683"
3|18|20||5|40|75||||"39867752"|"68140684"
0|9|15||2|4|5||||"39867752"|"68140685"
0|2|10||75|162|250||||"39867752"|"68140686"
0|1|3||250|425|600||||"39867752"|"68140687"
3|15|20||5|40|75||||"39867753"|"68140688"
0|7|15||2|4|5||||"39867753"|"68140689"
0|2|10||75|162|250||||"39867753"|"68140690"
0|1|3||250|425|600||||"39867753"|"68140691"
3|13|20||5|40|75||||"39867754"|"68140692"
0|6|15||2|4|5||||"39867754"|"68140693"
0|1|6||75|162|250||||"39867754"|"68140694"
0|1|3||250|425|600||||"39867754"|"68140695"
3|13|20||5|40|75||||"39867755"|"68140696"
0|6|15||2|4|5||||"39867755"|"68140697"
0|1|6||75|162|250||||"39867755"|"68140698"
0|1|3||250|425|600||||"39867755"|"68140699"
3|18|20||5|40|75||||"39867756"|"68140700"
0|9|15||2|4|5||||"39867756"|"68140701"
0|2|10||75|162|250||||"39867756"|"68140702"
0|1|3||250|425|600||||"39867756"|"68140703"
3|15|20||5|40|75||||"39867757"|"68140704"
0|7|15||2|4|5||||"39867757"|"68140705"
0|2|10||75|162|250||||"39867757"|"68140706"
0|1|3||250|425|600||||"39867757"|"68140707"
3|15|20||5|40|75||||"39867758"|"68140708"
0|8|15||2|4|5||||"39867758"|"68140709"
0|1|6||75|162|250||||"39867758"|"68140710"
0|1|3||250|625|1000||||"39867758"|"68140711"
3|15|20||5|40|75||||"39867759"|"68140712"
0|8|15||2|4|5||||"39867759"|"68140713"
0|1|6||75|162|250||||"39867759"|"68140714"
0|1|3||250|625|1000||||"39867759"|"68140715"
5|12|20||5|40|75||||"39867760"|"68140716"
0|6|15||2|4|5||||"39867760"|"68140717"
0|1|6||75|162|250||||"39867760"|"68140718"
0|1|3||250|625|1000||||"39867760"|"68140719"
0|2|15||2|4|5||||"39867761"|"68140720"
3|6|20||5|40|75||||"39867761"|"68140721"
0|1|6||75|162|250||||"39867761"|"68140722"
0|1|3||250|625|1000||||"39867761"|"68140723"
0|2|15||2|4|5||||"39867762"|"68140724"
3|6|20||5|40|75||||"39867762"|"68140725"
0|1|6||75|162|250||||"39867762"|"68140726"
0|1|3||250|625|1000||||"39867762"|"68140727"
3|15|20||5|40|75||||"39867763"|"68140728"
0|8|15||2|4|5||||"39867763"|"68140729"
0|1|6||75|162|250||||"39867763"|"68140730"
0|1|3||250|625|1000||||"39867763"|"68140731"
3|15|20||5|40|75||||"39867764"|"68140732"
0|8|15||2|4|5||||"39867764"|"68140733"
0|1|6||75|162|250||||"39867764"|"68140734"
0|1|3||250|625|1000||||"39867764"|"68140735"
5|12|20||5|40|75||||"39867765"|"68140736"
0|6|15||2|4|5||||"39867765"|"68140737"
0|1|6||75|162|250||||"39867765"|"68140738"
0|1|3||250|625|1000||||"39867765"|"68140739"
0|2|15||2|4|5||||"39867766"|"68140740"
3|6|20||5|40|75||||"39867766"|"68140741"
0|1|6||75|162|250||||"39867766"|"68140742"
0|1|3||250|625|1000||||"39867766"|"68140743"
3|15|20||5|40|75||||"39867767"|"68140744"
0|8|15||2|4|5||||"39867767"|"68140745"
0|1|6||75|162|250||||"39867767"|"68140746"
0|1|3||250|625|1000||||"39867767"|"68140747"
3|15|20||5|40|75||||"39867768"|"68140748"
0|8|15||2|4|5||||"39867768"|"68140749"
0|1|6||75|162|250||||"39867768"|"68140750"
0|1|3||250|625|1000||||"39867768"|"68140751"
5|12|20||5|40|75||||"39867769"|"68140752"
0|6|15||2|4|5||||"39867769"|"68140753"
0|1|6||75|162|250||||"39867769"|"68140754"
0|1|3||250|625|1000||||"39867769"|"68140755"
0|2|15||2|4|5||||"39867770"|"68140756"
3|6|20||5|40|75||||"39867770"|"68140757"
0|1|6||75|162|250||||"39867770"|"68140758"
0|1|3||250|625|1000||||"39867770"|"68140759"
3|15|20||5|40|75||||"39867771"|"68140760"
0|8|15||2|4|5||||"39867771"|"68140761"
0|1|6||75|162|250||||"39867771"|"68140762"
0|1|3||250|625|1000||||"39867771"|"68140763"
3|15|20||5|40|75||||"39867772"|"68140764"
0|8|15||2|4|5||||"39867772"|"68140765"
0|1|6||75|162|250||||"39867772"|"68140766"
0|1|3||250|625|1000||||"39867772"|"68140767"
5|12|20||5|40|75||||"39867773"|"68140768"
0|6|15||2|4|5||||"39867773"|"68140769"
0|1|6||75|162|250||||"39867773"|"68140770"
0|1|3||250|625|1000||||"39867773"|"68140771"
0|2|15||2|4|5||||"39867774"|"68140772"
3|6|20||5|40|75||||"39867774"|"68140773"
0|1|6||75|162|250||||"39867774"|"68140774"
0|1|3||250|625|1000||||"39867774"|"68140775"
3|15|20||5|40|75||||"39867775"|"68140776"
0|8|15||2|4|5||||"39867775"|"68140777"
0|1|6||75|162|250||||"39867775"|"68140778"
0|1|3||250|625|1000||||"39867775"|"68140779"
3|15|20||5|40|75||||"39867776"|"68140780"
0|8|15||2|4|5||||"39867776"|"68140781"
0|1|6||75|162|250||||"39867776"|"68140782"
0|1|3||250|625|1000||||"39867776"|"68140783"
5|12|20||5|40|75||||"39867777"|"68140784"
0|6|15||2|4|5||||"39867777"|"68140785"
0|1|6||75|162|250||||"39867777"|"68140786"
0|1|3||250|625|1000||||"39867777"|"68140787"
0|13|26||2|4|5||||"39867778"|"68140788"
0|12|23||5|40|75||||"39867778"|"68140789"
0|3|6||75|162|250||||"39867778"|"68140790"
0|20|40||2|4|5||||"39867779"|"68140791"
0|19|37||5|40|75||||"39867779"|"68140792"
0|5|9||75|162|250||||"39867779"|"68140793"
0|7|14||2|4|5||||"39867780"|"68140794"
10|17|23||5|40|75||||"39867780"|"68140795"
0|3|6||75|162|250||||"39867780"|"68140796"
0|20|40||2|4|5||||"39867781"|"68140797"
0|19|37||5|40|75||||"39867781"|"68140798"
0|5|9||75|162|250||||"39867781"|"68140799"
3|6|10||5|40|75||||"39867784"|"68140800"
0|3|10||2|4|5||||"39867784"|"68140801"
0|0|3||75|162|250||||"39867784"|"68140802"
0|1|3||250|425|600||||"39867784"|"68140803"
0|0|3||75|162|250||||"39867785"|"68140804"
0|1|3||250|425|600||||"39867785"|"68140805"
3|12|25||5|40|75||||"39867786"|"68140806"
0|6|15||2|4|5||||"39867786"|"68140807"
0|1|3||250|425|600||||"39867786"|"68140808"
0|1|6||75|162|250||||"39867786"|"68140809"
3|6|25||5|40|75||||"39867787"|"68140810"
0|3|15||2|4|5||||"39867787"|"68140811"
0|0|3||250|425|600||||"39867787"|"68140812"
0|1|6||75|162|250||||"39867787"|"68140813"
0|3|15||2|4|5||||"39867789"|"68140814"
3|6|25||5|40|75||||"39867789"|"68140815"
0|1|6||75|162|250||||"39867789"|"68140816"
0|0|3||250|425|600||||"39867789"|"68140817"
3|12|25||5|40|75||||"39867790"|"68140818"
0|6|15||2|4|5||||"39867790"|"68140819"
0|1|6||75|162|250||||"39867790"|"68140820"
0|1|3||250|425|600||||"39867790"|"68140821"
0|0|3||75|162|250||||"39867792"|"68140822"
0|1|3||250|425|600||||"39867792"|"68140823"
3|6|10||5|40|75||||"39867793"|"68140824"
0|3|10||2|4|5||||"39867793"|"68140825"
0|0|3||75|162|250||||"39867793"|"68140826"
0|1|3||250|425|600||||"39867793"|"68140827"
3|12|25||5|40|75||||"39867794"|"68140828"
0|6|15||2|4|5||||"39867794"|"68140829"
0|1|3||250|425|600||||"39867794"|"68140830"
0|1|6||75|162|250||||"39867794"|"68140831"
3|6|25||5|40|75||||"39867795"|"68140832"
0|3|15||2|4|5||||"39867795"|"68140833"
0|0|3||250|425|600||||"39867795"|"68140834"
0|1|6||75|162|250||||"39867795"|"68140835"
3|6|25||5|40|75||||"39867797"|"68140836"
0|3|15||2|4|5||||"39867797"|"68140837"
0|1|6||75|162|250||||"39867797"|"68140838"
0|0|3||250|425|600||||"39867797"|"68140839"
3|12|25||5|40|75||||"39867798"|"68140840"
0|6|15||2|4|5||||"39867798"|"68140841"
0|1|6||75|162|250||||"39867798"|"68140842"
0|1|3||250|425|600||||"39867798"|"68140843"
0|1|3||250|425|600||||"39867800"|"68140844"
0|0|3||75|162|250||||"39867800"|"68140845"
3|6|10||5|40|75||||"39867801"|"68140846"
0|3|10||2|4|5||||"39867801"|"68140847"
0|0|3||75|162|250||||"39867801"|"68140848"
0|1|3||250|425|600||||"39867801"|"68140849"
3|12|25||5|40|75||||"39867802"|"68140850"
0|6|15||2|4|5||||"39867802"|"68140851"
0|1|3||250|425|600||||"39867802"|"68140852"
0|1|6||75|162|250||||"39867802"|"68140853"
3|6|25||5|40|75||||"39867803"|"68140854"
0|3|15||2|4|5||||"39867803"|"68140855"
0|0|3||250|425|600||||"39867803"|"68140856"
0|1|6||75|162|250||||"39867803"|"68140857"
3|6|25||5|40|75||||"39867805"|"68140858"
0|3|15||2|4|5||||"39867805"|"68140859"
0|1|6||75|162|250||||"39867805"|"68140860"
0|0|3||250|425|600||||"39867805"|"68140861"
3|12|25||5|40|75||||"39867806"|"68140862"
0|6|15||2|4|5||||"39867806"|"68140863"
0|1|6||75|162|250||||"39867806"|"68140864"
0|1|3||250|425|600||||"39867806"|"68140865"
0|3|10||2|4|5||||"39867809"|"68140866"
3|6|10||5|40|75||||"39867809"|"68140867"
0|1|3||75|162|250||||"39867809"|"68140868"
0|0|1||250|425|1000||||"39867809"|"68140869"
2|6|15||2|4|5||||"39867810"|"68140870"
7|12|25||5|40|75||||"39867810"|"68140871"
0|1|6||75|162|250||||"39867810"|"68140872"
0|1|3||250|425|1000||||"39867810"|"68140873"
7|15|35||5|40|75||||"39867811"|"68140874"
2|7|20||2|4|5||||"39867811"|"68140875"
0|2|12||75|162|250||||"39867811"|"68140876"
0|1|3||250|425|1000||||"39867811"|"68140877"
3|6|10||5|40|75||||"39867812"|"68140878"
0|3|10||2|4|5||||"39867812"|"68140879"
0|1|3||75|162|250||||"39867812"|"68140880"
0|0|1||250|425|1000||||"39867812"|"68140881"
2|6|15||2|4|5||||"39867813"|"68140882"
7|12|25||5|40|75||||"39867813"|"68140883"
0|1|6||75|162|250||||"39867813"|"68140884"
0|1|3||250|425|1000||||"39867813"|"68140885"
7|15|35||5|40|75||||"39867814"|"68140886"
2|7|20||2|4|5||||"39867814"|"68140887"
0|2|12||75|162|250||||"39867814"|"68140888"
0|1|3||250|425|1000||||"39867814"|"68140889"
3|6|10||5|40|75||||"39867815"|"68140890"
0|3|10||2|4|5||||"39867815"|"68140891"
0|1|3||75|162|250||||"39867815"|"68140892"
0|0|1||250|425|1000||||"39867815"|"68140893"
2|6|15||2|4|5||||"39867816"|"68140894"
7|12|25||5|40|75||||"39867816"|"68140895"
0|1|6||75|162|250||||"39867816"|"68140896"
0|1|3||250|425|1000||||"39867816"|"68140897"
7|15|35||5|40|75||||"39867817"|"68140898"
2|7|20||2|4|5||||"39867817"|"68140899"
0|2|12||75|162|250||||"39867817"|"68140900"
0|1|3||250|425|1000||||"39867817"|"68140901"
3|6|10||5|40|75||||"39867818"|"68140902"
0|3|10||2|4|5||||"39867818"|"68140903"
0|1|3||75|162|250||||"39867818"|"68140904"
1|2|3||250|425|1000||||"39867818"|"68140905"
2|6|15||2|4|5||||"39867819"|"68140906"
7|12|25||5|40|75||||"39867819"|"68140907"
0|1|6||75|162|250||||"39867819"|"68140908"
0|1|3||250|425|1000||||"39867819"|"68140909"
7|15|35||5|40|75||||"39867820"|"68140910"
2|7|20||2|4|5||||"39867820"|"68140911"
0|2|12||75|162|250||||"39867820"|"68140912"
0|1|3||250|425|1000||||"39867820"|"68140913"
3|6|10||5|40|75||||"39867821"|"68140914"
0|3|10||2|4|5||||"39867821"|"68140915"
1|2|3||250|425|1000||||"39867821"|"68140916"
0|1|3||75|162|250||||"39867821"|"68140917"
7|12|25||5|40|75||||"39867822"|"68140918"
2|6|15||2|4|5||||"39867822"|"68140919"
0|1|6||75|162|250||||"39867822"|"68140920"
0|1|3||250|425|1000||||"39867822"|"68140921"
7|15|35||5|40|75||||"39867823"|"68140922"
2|7|20||2|4|5||||"39867823"|"68140923"
0|2|12||75|162|250||||"39867823"|"68140924"
0|1|3||250|425|1000||||"39867823"|"68140925"
0|2|3||250|425|600||||"39867825"|"68140926"
0|0|6||75|162|250||||"39867825"|"68140927"
1|2|20||2|4|5||||"39867826"|"68140928"
3|3|25||5|40|75||||"39867826"|"68140929"
0|0|6||75|162|250||||"39867826"|"68140930"
1|2|3||250|425|600||||"39867826"|"68140931"
7|12|25||5|40|75||||"39867827"|"68140932"
2|6|20||2|4|5||||"39867827"|"68140933"
0|2|6||75|162|250||||"39867827"|"68140934"
0|0|3||250|425|600||||"39867827"|"68140935"
7|17|25||5|40|75||||"39867828"|"68140936"
2|8|20||2|4|5||||"39867828"|"68140937"
0|4|10||75|162|250||||"39867828"|"68140938"
0|1|3||250|425|600||||"39867828"|"68140939"
20|26|45||5|40|75||||"39867829"|"68140940"
7|13|30||2|4|5||||"39867829"|"68140941"
1|6|15||75|162|250||||"39867829"|"68140942"
0|0|3||250|425|600||||"39867829"|"68140943"
0|1|6||75|162|250||||"39867831"|"68140944"
0|2|3||250|425|600||||"39867831"|"68140945"
7|13|45||5|40|75||||"39867832"|"68140946"
0|6|30||2|4|5||||"39867832"|"68140947"
0|1|6||75|162|250||||"39867832"|"68140948"
1|2|3||250|425|600||||"39867832"|"68140949"
0|0|1||250|425|600||||"39867833"|"68140950"
0|0|6||75|162|250||||"39867833"|"68140951"
7|12|25||5|40|75||||"39867834"|"68140952"
2|7|15||2|4|5||||"39867834"|"68140953"
0|1|10||75|162|250||||"39867834"|"68140954"
0|0|1||250|425|600||||"39867834"|"68140955"
0|0|1||250|425|600||||"39867835"|"68140956"
2|7|15||2|4|5||||"39867835"|"68140957"
7|8|25||5|40|75||||"39867835"|"68140958"
0|0|10||75|162|250||||"39867835"|"68140959"
18|35|45||5|40|75||||"39867836"|"68140960"
7|20|25||2|4|5||||"39867836"|"68140961"
0|4|15||75|162|250||||"39867836"|"68140962"
0|0|2||250|425|600||||"39867836"|"68140963"
18|35|45||5|40|75||||"39867837"|"68140964"
7|20|25||2|4|5||||"39867837"|"68140965"
0|4|15||75|162|250||||"39867837"|"68140966"
0|0|2||250|425|600||||"39867837"|"68140967"
0|0|1||250|425|600||||"39867840"|"68140968"
0|0|6||75|162|250||||"39867840"|"68140969"
2|7|15||2|4|5||||"39867841"|"68140970"
7|8|25||5|40|75||||"39867841"|"68140971"
