"Extremely channery"|"80327981"|"21874086"
"Channery"|"80327988"|"21874475"
"Gravelly"|"80328031"|"21873253"
"Very channery"|"80328047"|"21874734"
"Gravelly"|"80328056"|"21873517"
"Very channery"|"80328088"|"21874576"
"Channery"|"80328113"|"21873480"
"Very channery"|"80328124"|"21874265"
"Very channery"|"80328183"|"21874723"
"Channery"|"80328231"|"21873541"
"Very channery"|"80328247"|"21873482"
"Channery"|"80328256"|"21874261"
"Very channery"|"80328272"|"21874915"
"Extremely channery"|"80328274"|"21874917"
"Extremely channery"|"80328281"|"21874126"
"Extremely gravelly"|"80328306"|"21873276"
"Channery"|"80328317"|"21873601"
"Channery"|"80328356"|"21874619"
"Extremely channery"|"80328367"|"21874588"
"Very channery"|"80328376"|"21873509"
"Very flaggy"|"80328426"|"21874022"
"Channery"|"80328431"|"21873963"
"Channery"|"80328440"|"21873995"
"Cobbly"|"80328465"|"21873254"
"Gravelly"|"80328483"|"21874733"
"Gravelly"|"80328492"|"21873518"
"Channery"|"80328524"|"21873550"
"Channery"|"80328526"|"21873546"
"Channery"|"80328549"|"21873481"
"Channery"|"80328556"|"21874254"
"Very channery"|"80328576"|"21874919"
"Gravelly"|"80328590"|"21873985"
"Channery"|"80328601"|"21874015"
"Very channery"|"80328606"|"21874549"
"Channery"|"80328608"|"21874550"
"Flaggy"|"80328617"|"21874793"
"Very channery"|"80328626"|"21873726"
"Channery"|"80328651"|"21874672"
"Very channery"|"80328656"|"21874687"
"Very channery"|"80328660"|"21874700"
"Channery"|"80328665"|"21873733"
"Highly organic"|"80328665"|"21873734"
"Very gravelly"|"80328692"|"21873098"
"Very gravelly"|"80328733"|"21873320"
"Gravelly"|"80328749"|"21873999"
"Extremely channery"|"80328792"|"21873695"
"Very channery"|"80328799"|"21873718"
"Very flaggy"|"80328815"|"21873669"
"Very channery"|"80328817"|"21873678"
"Gravelly"|"80328874"|"21873333"
"Very channery"|"80328885"|"21874044"
"Gravelly"|"80328890"|"21873980"
"Channery"|"80328910"|"21874560"
"Very channery"|"80328917"|"21874778"
"Channery"|"80327294"|"21873087"
"Very gravelly"|"80327298"|"21873078"
"Gravelly"|"80327319"|"21873314"
"Gravelly"|"80327323"|"21873301"
"Gravelly"|"80327339"|"21873287"
"Channery"|"80327389"|"21873121"
"Very gravelly"|"80327403"|"21873563"
"Very flaggy"|"80327423"|"21874166"
"Channery"|"80327430"|"21874184"
"Channery"|"80327489"|"21873409"
"Gravelly"|"80327503"|"21873381"
"Channery"|"80327505"|"21874159"
"Very channery"|"80327528"|"21874408"
"Channery"|"80327562"|"21874486"
"Very channery"|"80327612"|"21873620"
"Gravelly"|"80327621"|"21873435"
"Gravelly"|"80327623"|"21873433"
"Gravelly"|"80327705"|"21874098"
"Very channery"|"80327714"|"21874506"
"Channery"|"80327723"|"21874109"
"Channery"|"80327730"|"21873957"
"Very channery"|"80327732"|"21873948"
"Channery"|"80327746"|"21873642"
"Gravelly"|"80327771"|"21873393"
"Gravelly"|"80327773"|"21873390"
"Gravelly"|"80327782"|"21874161"
"Very channery"|"80327805"|"21874424"
"Extremely channery"|"80327832"|"21874054"
"Channery"|"80327839"|"21874099"
"Very channery"|"80327848"|"21874491"
"Channery"|"80327857"|"21874521"
"Very channery"|"80327871"|"21873956"
"Extremely channery"|"80327873"|"21873947"
"Gravelly"|"80327905"|"21873420"
"Gravelly"|"80327923"|"21873380"
"Very channery"|"80327948"|"21874431"
"Very channery"|"80327955"|"21874404"
"Gravelly"|"80327971"|"21874067"
"Very channery"|"80327991"|"21874481"
"Very channery"|"80327998"|"21874505"
"Very channery"|"80328014"|"21873587"
"Very channery"|"80328064"|"21873723"
"Very channery"|"80328100"|"21873511"
"Gravelly"|"80328150"|"21874138"
"Very gravelly"|"80328166"|"21873272"
"Gravelly"|"80328175"|"21873607"
"Channery"|"80328230"|"21873542"
"Channery"|"80328282"|"21874139"
"Very channery"|"80328298"|"21873971"
"Gravelly"|"80328323"|"21874715"
"Channery"|"80328364"|"21874591"
"Channery"|"80328407"|"21874909"
"Very channery"|"80328409"|"21874911"
"Very channery"|"80328414"|"21874926"
"Very gravelly"|"80328459"|"21873280"
"Cobbly"|"80328464"|"21873261"
"Very channery"|"80328489"|"21874754"
"Very channery"|"80328500"|"21874220"
"Channery"|"80328516"|"21874598"
"Extremely channery"|"80328518"|"21874594"
"Very channery"|"80328534"|"21873512"
"Very channery"|"80328541"|"21873497"
"Channery"|"80328591"|"21873986"
"Very channery"|"80328643"|"21874771"
"Gravelly"|"80328650"|"21874671"
"Channery"|"80328666"|"21873735"
"Channery"|"80328675"|"21874876"
"Very gravelly"|"80328716"|"21873349"
"Channery"|"80328757"|"21874539"
"Very channery"|"80328777"|"21874804"
"Channery"|"80328784"|"21874629"
"Very channery"|"80328793"|"21873697"
"Flaggy"|"80328802"|"21874770"
"Extremely channery"|"80328827"|"21874873"
"Channery"|"80328877"|"21873326"
"Flaggy"|"80328918"|"21874785"
"Very flaggy"|"80328925"|"21874805"
"Very channery"|"80328927"|"21873740"
"Very channery"|"80328932"|"21874630"
"Flaggy"|"80328950"|"21874769"
"Channery"|"80328977"|"21874872"
"Extremely channery"|"80328986"|"21874839"
"Channery"|"80329002"|"21873089"
"Channery"|"80329018"|"21873347"
"Channery"|"80329052"|"21873191"
"Channery"|"80329077"|"21873142"
"Gravelly"|"80329086"|"21873134"
"Gravelly"|"80329216"|"21873148"
"Gravelly"|"80329218"|"21873147"
"Gravelly"|"80329250"|"21873192"
"Very gravelly"|"80329252"|"21873194"
"Channery"|"80329275"|"21873451"
"Very channery"|"80329277"|"21873460"
"Channery"|"80329325"|"21873797"
"Very flaggy"|"80329327"|"21873809"
"Gravelly"|"80329336"|"21874542"
"Channery"|"80329352"|"21874787"
"Very channery"|"80329377"|"21873708"
"Very channery"|"80329450"|"21873774"
"Gravelly"|"80329452"|"21873789"
"Very channery"|"80329461"|"21873818"
"Channery"|"80329475"|"21873847"
"Channery"|"80329479"|"21873864"
"Very channery"|"80329495"|"21874297"
"Gravelly"|"80329504"|"21873298"
"Gravelly"|"80329511"|"21873758"
"Gravelly"|"80329595"|"21874187"
"Very channery"|"80329618"|"21874320"
"Very channery"|"80329652"|"21873833"
"Channery"|"80329693"|"21873820"
"Very channery"|"80329711"|"21873872"
"Channery"|"80329718"|"21873896"
"Very channery"|"80329727"|"21874292"
"Very channery"|"80329734"|"21873821"
"Gravelly"|"80329738"|"21873834"
"Very channery"|"80329752"|"21873873"
"Channery"|"80329759"|"21873895"
"Channery"|"80329763"|"21873911"
"Very channery"|"80327303"|"21873063"
"Channery"|"80327305"|"21873061"
"Gravelly"|"80327312"|"21873344"
"Gravelly"|"80327353"|"21873185"
"Channery"|"80327355"|"21873178"
"Gravelly"|"80327412"|"21873214"
"Gravelly"|"80327414"|"21873216"
"Very channery"|"80327439"|"21873466"
"Channery"|"80327453"|"21873930"
"Gravelly"|"80327478"|"21873441"
"Very flaggy"|"80327514"|"21874207"
"Channery"|"80327532"|"21874393"
"Very channery"|"80327537"|"21874455"
"Gravelly"|"80327589"|"21873952"
"Very channery"|"80327673"|"21874449"
"Channery"|"80327696"|"21874060"
"Very channery"|"80327712"|"21874494"
"Gravelly"|"80327737"|"21873927"
"Gravelly"|"80327764"|"21873414"
"Channery"|"80327791"|"21874209"
"Channery"|"80327796"|"21873405"
"Channery"|"80327814"|"21874395"
"Very flaggy"|"80327823"|"21874460"
"Extremely channery"|"80327830"|"21874045"
"Very flaggy"|"80327891"|"21873631"
"Gravelly"|"80327907"|"21873413"
"Channery"|"80327941"|"21873403"
"Very gravelly"|"80327946"|"21874437"
"Very flaggy"|"80327966"|"21874459"
"Channery"|"80327973"|"21874062"
"Very channery"|"80327989"|"21874476"
"Very channery"|"80327996"|"21874499"
"Gravelly"|"80328005"|"21874524"
"Very gravelly"|"80328030"|"21873255"
"Gravelly"|"80328050"|"21874746"
"Very channery"|"80328055"|"21874762"
"Gravelly"|"80328066"|"21874214"
"Channery"|"80328132"|"21874291"
"Channery"|"80328148"|"21874129"
"Very channery"|"80328180"|"21874708"
"Very flaggy"|"80328182"|"21874722"
"Very flaggy"|"80328214"|"21874607"
"Channery"|"80328273"|"21874916"
"Channery"|"80328300"|"21873585"
"Extremely gravelly"|"80328305"|"21873277"
"Very gravelly"|"80328307"|"21873275"
"Gravelly"|"80328309"|"21873266"
"Channery"|"80328373"|"21873538"
"Very channery"|"80328384"|"21873485"
"Channery"|"80328425"|"21874021"
"Very channery"|"80328432"|"21873964"
"Channery"|"80328434"|"21873976"
"Gravelly"|"80328466"|"21873252"
"Channery"|"80328482"|"21874732"
"Very channery"|"80328491"|"21874761"
"Gravelly"|"80328509"|"21874622"
"Channery"|"80328523"|"21874575"
"Channery"|"80328550"|"21873479"
"Channery"|"80328557"|"21874256"
"Gravelly"|"80328566"|"21874284"
"Channery"|"80328609"|"21874561"
"Flaggy"|"80328618"|"21874794"
"Channery"|"80328625"|"21873751"
"Extremely flaggy"|"80328641"|"21873714"
"Gravelly"|"80328691"|"21873099"
"Gravelly"|"80328693"|"21873085"
"Gravelly"|"80328725"|"21873335"
"Gravelly"|"80328732"|"21873321"
"Extremely channery"|"80328743"|"21873981"
"Gravelly"|"80328750"|"21874003"
"Channery"|"80328752"|"21874011"
"Channery"|"80328782"|"21873750"
"Channery"|"80328800"|"21874763"
"Very channery"|"80328809"|"21874682"
"Channery"|"80328816"|"21873671"
"Very channery"|"80328818"|"21873680"
"Channery"|"80328825"|"21874865"
"Channery"|"80328834"|"21874831"
"Channery"|"80328868"|"21873343"
"Very channery"|"80328893"|"21873991"
"Channery"|"80328957"|"21874683"
"Channery"|"80328959"|"21874688"
"Channery"|"80328968"|"21873681"
"Channery"|"80328984"|"21874832"
"Channery"|"80327292"|"21873091"
"Gravelly"|"80327324"|"21873300"
"Gravelly"|"80327325"|"21873299"
"Gravelly"|"80327491"|"21873407"
"Very channery"|"80327524"|"21874423"
"Very channery"|"80327611"|"21873621"
"Extremely channery"|"80327659"|"21874428"
"Very channery"|"80327678"|"21874464"
"Channery"|"80327710"|"21874492"
"Very channery"|"80327711"|"21874493"
"Channery"|"80327728"|"21873962"
"Very flaggy"|"80327745"|"21873645"
"Channery"|"80327826"|"21874069"
"Very channery"|"80327842"|"21874469"
"Channery"|"80327876"|"21873933"
"Channery"|"80327893"|"21873624"
"Channery"|"80327960"|"21874388"
"Very flaggy"|"80327976"|"21874051"
"Extremely channery"|"80327977"|"21874053"
"Channery"|"80327994"|"21874490"
"Very gravelly"|"80328026"|"21873271"
"Very gravelly"|"80328028"|"21873262"
"Gravelly"|"80328029"|"21873260"
"Very channery"|"80328042"|"21874717"
"Very gravelly"|"80328059"|"21873528"
"Very flaggy"|"80328077"|"21874614"
"Very flaggy"|"80328078"|"21874612"
"Channery"|"80328092"|"21873545"
"Channery"|"80328109"|"21873492"
"Channery"|"80328111"|"21873486"
"Very channery"|"80328128"|"21874278"
"Channery"|"80328161"|"21873592"
"Channery"|"80328176"|"21873608"
"Very gravelly"|"80328193"|"21873529"
"Gravelly"|"80328194"|"21873530"
"Extremely channery"|"80328261"|"21874274"
"Very channery"|"80328296"|"21873969"
"Very channery"|"80328327"|"21874730"
"Very channery"|"80328328"|"21874731"
"Flaggy"|"80328360"|"21874603"
"Channery"|"80328361"|"21874602"
"Very channery"|"80328362"|"21874601"
"Very channery"|"80328380"|"21873498"
"Extremely channery"|"80328411"|"21874923"
"Channery"|"80328412"|"21874924"
"Very channery"|"80328413"|"21874925"
"Channery"|"80328428"|"21874035"
"Gravelly"|"80328430"|"21874036"
"Gravelly"|"80328463"|"21873263"
"Channery"|"80328512"|"21874613"
"Channery"|"80328530"|"21873516"
"Very channery"|"80328561"|"21874269"
"Gravelly"|"80328564"|"21874277"
"Very channery"|"80328595"|"21874001"
"Extremely channery"|"80328597"|"21874533"
"Extremely channery"|"80328630"|"21874642"
"Very channery"|"80328644"|"21874772"
"Very channery"|"80328646"|"21874655"
"Channery"|"80328647"|"21874656"
"Channery"|"80328679"|"21874825"
"Very channery"|"80328745"|"21873988"
"Very channery"|"80328761"|"21874553"
"Very flaggy"|"80328764"|"21874566"
"Channery"|"80328780"|"21873741"
"Extremely channery"|"80328796"|"21873710"
"Flaggy"|"80328813"|"21874695"
"Channery"|"80328844"|"21873100"
"Gravelly"|"80328848"|"21873093"
"Channery"|"80328864"|"21873350"
"Very channery"|"80328879"|"21874025"
"Channery"|"80328895"|"21874000"
"Channery"|"80328911"|"21874567"
"Very channery"|"80328912"|"21874569"
"Extremely channery"|"80328945"|"21873711"
"Very channery"|"80328961"|"21874690"
"Channery"|"80328996"|"21873101"
"Very gravelly"|"80329030"|"21873313"
"Extremely gravelly"|"80329045"|"21873232"
"Extremely gravelly"|"80329112"|"21873195"
"Very channery"|"80329165"|"21874358"
"Gravelly"|"80329281"|"21873469"
"Gravelly"|"80329330"|"21874008"
"Channery"|"80329331"|"21874009"
"Channery"|"80329416"|"21874851"
"Gravelly"|"80329429"|"21874326"
"Very channery"|"80329430"|"21874327"
"Very channery"|"80329449"|"21873773"
"Very channery"|"80329496"|"21874298"
"Very flaggy"|"80329497"|"21874299"
"Gravelly"|"80329563"|"21873120"
"Gravelly"|"80329564"|"21873119"
"Channery"|"80329599"|"21873452"
"Gravelly"|"80329616"|"21874313"
"Very channery"|"80329631"|"21874359"
"Very channery"|"80329650"|"21873805"
"Channery"|"80329698"|"21873835"
"Very channery"|"80329714"|"21873887"
"Channery"|"80329715"|"21873889"
"Channery"|"80329717"|"21873894"
"Very gravelly"|"80327342"|"21873230"
"Channery"|"80327343"|"21873229"
"Gravelly"|"80327360"|"21873168"
"Gravelly"|"80327375"|"21873137"
"Gravelly"|"80327376"|"21873136"
"Very gravelly"|"80327377"|"21873135"
"Gravelly"|"80327390"|"21873367"
"Gravelly"|"80327391"|"21873368"
"Gravelly"|"80327392"|"21873369"
"Extremely gravelly"|"80327407"|"21873201"
"Extremely gravelly"|"80327408"|"21873202"
"Channery"|"80327460"|"21873659"
"Very channery"|"80327461"|"21873658"
"Gravelly"|"80327477"|"21873442"
"Gravelly"|"80327508"|"21874157"
"Channery"|"80327509"|"21874156"
"Extremely channery"|"80327544"|"21874046"
"Channery"|"80327576"|"21874528"
"Extremely channery"|"80327591"|"21873938"
"Channery"|"80327608"|"21873636"
"Channery"|"80327627"|"21873416"
"Very channery"|"80327644"|"21874150"
"Very channery"|"80327660"|"21874415"
"Gravelly"|"80327691"|"21874439"
"Very channery"|"80327742"|"21873656"
"Gravelly"|"80327776"|"21873384"
"Channery"|"80327777"|"21873383"
"Flaggy"|"80327794"|"21874199"
"Channery"|"80327795"|"21874198"
"Channery"|"80327808"|"21874416"
"Very channery"|"80327810"|"21874410"
"Channery"|"80327811"|"21874403"
"Very channery"|"80327825"|"21874074"
"Very channery"|"80327858"|"21874523"
"Channery"|"80327859"|"21874104"
"Very channery"|"80327877"|"21873931"
"Channery"|"80327878"|"21873926"
"Gravelly"|"80327925"|"21873376"
"Channery"|"80327926"|"21873375"
"Gravelly"|"80327944"|"21874438"
"Gravelly"|"80327962"|"21874381"
"Gravelly"|"80328060"|"21873533"
"Very gravelly"|"80328061"|"21873535"
"Channery"|"80328076"|"21874621"
"Channery"|"80328129"|"21874285"
"Gravelly"|"80328177"|"21874707"
"Very channery"|"80328210"|"21874611"
"Channery"|"80328211"|"21874610"
"Very channery"|"80328212"|"21874609"
"Channery"|"80328213"|"21874608"
"Very channery"|"80328377"|"21873508"
"Very channery"|"80328393"|"21874253"
"Channery"|"80328479"|"21874725"
"Very gravelly"|"80328496"|"21873534"
"Very gravelly"|"80328497"|"21873536"
"Gravelly"|"80328510"|"21874620"
"Gravelly"|"80328560"|"21874264"
"Extremely channery"|"80328579"|"21874887"
"Very channery"|"80328611"|"21874563"
"Very channery"|"80328662"|"21873683"
"Channery"|"80328663"|"21873684"
"Very channery"|"80328664"|"21873685"
"Very gravelly"|"80328694"|"21873084"
"Channery"|"80328714"|"21873354"
"Gravelly"|"80328729"|"21873323"
"Very gravelly"|"80328731"|"21873322"
"Channery"|"80328746"|"21873990"
"Very channery"|"80328762"|"21874557"
"Extremely channery"|"80328794"|"21873702"
"Extremely channery"|"80328829"|"21874814"
"Channery"|"80328830"|"21874816"
"Channery"|"80328881"|"21874034"
"Very channery"|"80328898"|"21874010"
"Very channery"|"80328913"|"21874573"
"Very channery"|"80328929"|"21873747"
"Very flaggy"|"80328930"|"21873749"
"Extremely channery"|"80328946"|"21873717"
"Extremely channery"|"80328947"|"21873719"
"Very channery"|"80328964"|"21873670"
"Extremely channery"|"80328978"|"21874880"
"Extremely channery"|"80328980"|"21874815"
"Gravelly"|"80328998"|"21873097"
"Very gravelly"|"80329046"|"21873228"
"Gravelly"|"80329062"|"21873169"
"Very gravelly"|"80329065"|"21873163"
"Gravelly"|"80329114"|"21873204"
"Channery"|"80329130"|"21874179"
"Channery"|"80329214"|"21873154"
"Channery"|"80329249"|"21873570"
"Gravelly"|"80329296"|"21874334"
"Very channery"|"80329298"|"21874343"
"Very channery"|"80329299"|"21874344"
"Gravelly"|"80329312"|"21874378"
"Channery"|"80329313"|"21873766"
"Very channery"|"80329316"|"21873768"
"Very channery"|"80329348"|"21874780"
"Very channery"|"80329382"|"21874661"
"Very channery"|"80329415"|"21874850"
"Channery"|"80328935"|"21874645"
"Extremely channery"|"80328942"|"21873703"
"Very flaggy"|"80328967"|"21873679"
"Extremely channery"|"80328969"|"21873686"
"Extremely channery"|"80328983"|"21874830"
"Channery"|"80328992"|"21873110"
"Gravelly"|"80328994"|"21873104"
"Gravelly"|"80328999"|"21873096"
"Gravelly"|"80329042"|"21873760"
"Channery"|"80329099"|"21873366"
"Gravelly"|"80329128"|"21874172"
"Gravelly"|"80329178"|"21873306"
"Gravelly"|"80329201"|"21873220"
"Very gravelly"|"80329210"|"21873164"
"Gravelly"|"80329235"|"21873115"
"Gravelly"|"80329285"|"21873764"
"Channery"|"80329303"|"21874361"
"Channery"|"80329319"|"21873781"
"Channery"|"80329378"|"21874764"
"Channery"|"80329383"|"21874662"
"Very channery"|"80329401"|"21874866"
"Extremely channery"|"80329403"|"21874868"
"Very gravelly"|"80329478"|"21873863"
"Channery"|"80329517"|"21873227"
"Very gravelly"|"80329578"|"21873203"
"Channery"|"80329635"|"21874369"
"Very channery"|"80329653"|"21873853"
"Very channery"|"80329669"|"21873907"
"Gravelly"|"80329671"|"21873909"
"Channery"|"80329676"|"21873922"
"Channery"|"80329678"|"21874305"
"Channery"|"80329694"|"21873822"
"Channery"|"80329696"|"21873826"
"Channery"|"80329726"|"21873919"
"Very channery"|"80329737"|"21873829"
"Channery"|"80329746"|"21873857"
"Very channery"|"80329762"|"21873906"
"Channery"|"80327297"|"21873086"
"Very gravelly"|"80327322"|"21873302"
"Gravelly"|"80327363"|"21873166"
"Gravelly"|"80327411"|"21873211"
"Gravelly"|"80327429"|"21874183"
"Gravelly"|"80327456"|"21873928"
"Flaggy"|"80327470"|"21873615"
"Very channery"|"80327506"|"21874158"
"Very flaggy"|"80327531"|"21874405"
"Gravelly"|"80327540"|"21874073"
"Very channery"|"80327556"|"21874470"
"Gravelly"|"80327570"|"21874511"
"Gravelly"|"80327579"|"21873236"
"Channery"|"80327581"|"21873571"
"Channery"|"80327588"|"21873953"
"Very channery"|"80327597"|"21873667"
"Very channery"|"80327604"|"21873649"
"Channery"|"80327606"|"21873637"
"Gravelly"|"80327620"|"21873436"
"Very flaggy"|"80327665"|"21874399"
"Very gravelly"|"80327670"|"21874385"
"Gravelly"|"80327681"|"21874066"
"Very gravelly"|"80327688"|"21874442"
"Channery"|"80327713"|"21874495"
"Gravelly"|"80327772"|"21873392"
"Channery"|"80327829"|"21874444"
"Channery"|"80327854"|"21874509"
"Very channery"|"80327897"|"21873609"
"Gravelly"|"80327899"|"21873445"
"Gravelly"|"80327908"|"21873406"
"Channery"|"80327922"|"21873382"
"Very channery"|"80327929"|"21874155"
"Extremely channery"|"80327949"|"21874427"
"Channery"|"80327983"|"21874093"
"Channery"|"80327990"|"21874479"
"Very channery"|"80328063"|"21873721"
"Very channery"|"80328065"|"21873725"
"Channery"|"80328115"|"21873476"
"Very channery"|"80328138"|"21874906"
"Channery"|"80328149"|"21874136"
"Very channery"|"80328158"|"21873577"
"Extremely gravelly"|"80328165"|"21873283"
"Gravelly"|"80328190"|"21874751"
"Very flaggy"|"80328192"|"21874753"
"Very gravelly"|"80328208"|"21874625"
"Very channery"|"80328290"|"21874031"
"Flaggy"|"80328333"|"21874758"
"Very channery"|"80328347"|"21874224"
"Channery"|"80328349"|"21874225"
"Very channery"|"80328365"|"21874590"
"Channery"|"80328397"|"21874268"
"Channery"|"80328399"|"21874281"
"Very channery"|"80328401"|"21874283"
"Channery"|"80328422"|"21874132"
"Gravelly"|"80328467"|"21873245"
"Gravelly"|"80328474"|"21874706"
"Gravelly"|"80328476"|"21874711"
"Gravelly"|"80328481"|"21874729"
"Channery"|"80328506"|"21874239"
"Very channery"|"80328542"|"21873495"
"Very channery"|"80328558"|"21874258"
"Flaggy"|"80328574"|"21874912"
"Channery"|"80328581"|"21874882"
"Gravelly"|"80328583"|"21874119"
"Channery"|"80328631"|"21874643"
"Very flaggy"|"80328642"|"21873715"
"Flaggy"|"80328751"|"21874005"
"Channery"|"80328760"|"21874551"
"Channery"|"80328767"|"21874530"
"Gravelly"|"80328810"|"21874684"
"Channery"|"80328833"|"21874829"
"Channery"|"80328858"|"21873065"
"Channery"|"80328883"|"21874039"
"Gravelly"|"80328894"|"21873998"
"Channery"|"80328924"|"21874798"
"Channery"|"80328926"|"21874807"
"Channery"|"80328949"|"21874767"
"Channery"|"80328951"|"21874658"
"Very gravelly"|"80329033"|"21873304"
"Gravelly"|"80329035"|"21873296"
"Gravelly"|"80329044"|"21873290"
"Channery"|"80329101"|"21873373"
"Gravelly"|"80329117"|"21873213"
"Gravelly"|"80329133"|"21874188"
"Very channery"|"80329142"|"21873464"
"Gravelly"|"80329244"|"21873559"
"Gravelly"|"80329269"|"21874175"
"Very channery"|"80329328"|"21873810"
"Channery"|"80329351"|"21874783"
