"Convex"|"Convex"|"20528897"|"11614495"
"Convex"|"Convex"|"20528898"|"11614498"
"Convex"|"Convex"|"20528899"|"11614501"
"Convex"|"Convex"|"20528900"|"11614504"
"Convex"|"Convex"|"20528901"|"11614507"
"Convex"|"Convex"|"20528902"|"11614510"
"Convex"|"Convex"|"20528903"|"11614793"
"Convex"|"Convex"|"20528904"|"11614872"
"Convex"|"Convex"|"20528905"|"11614861"
"Linear"|"Concave"|"20528906"|"11614818"
"Linear"|"Concave"|"20528907"|"11614661"
"Linear"|"Concave"|"20528908"|"11614664"
"Linear"|"Concave"|"20528909"|"11614667"
"Linear"|"Concave"|"20528910"|"11614670"
"Convex"|"Convex"|"20528911"|"11614842"
"Convex"|"Convex"|"20528912"|"11614835"
"Convex"|"Convex"|"20528913"|"11614583"
"Convex"|"Convex"|"20528914"|"11614599"
"Convex"|"Convex"|"20528915"|"11614602"
"Convex"|"Convex"|"20528916"|"11614605"
"Convex"|"Convex"|"20528917"|"11614608"
"Convex"|"Convex"|"20528918"|"11614611"
"Convex"|"Convex"|"20528919"|"11614513"
"Convex"|"Convex"|"20528920"|"11614516"
"Convex"|"Convex"|"20528921"|"11614571"
"Convex"|"Convex"|"20528922"|"11614574"
"Convex"|"Convex"|"20528923"|"11614577"
"Convex"|"Convex"|"20528924"|"11614580"
"Convex"|"Convex"|"20528927"|"11614616"
"Convex"|"Convex"|"20528928"|"11614619"
"Convex"|"Convex"|"20528929"|"11614622"
"Convex"|"Convex"|"20528930"|"11614625"
"Convex"|"Convex"|"20528931"|"11614641"
"Convex"|"Convex"|"20528932"|"11614643"
"Convex"|"Convex"|"20528933"|"11614645"
"Convex"|"Convex"|"20528934"|"11614683"
"Convex"|"Convex"|"20528935"|"11614688"
"Concave"|"Concave"|"20528936"|"11614494"
"Concave"|"Concave"|"20528940"|"11614525"
"Concave"|"Concave"|"20528941"|"11614526"
"Concave"|"Concave"|"20528942"|"11614766"
"Concave"|"Concave"|"20528943"|"11614775"
"Concave"|"Concave"|"20528944"|"11614778"
"Concave"|"Concave"|"20528949"|"11614758"
"Concave"|"Concave"|"20528950"|"11614761"
"Concave"|"Concave"|"20528954"|"11614653"
"Concave"|"Concave"|"20528955"|"11614654"
"Concave"|"Concave"|"20528961"|"11614637"
"Concave"|"Concave"|"20528962"|"11614638"
"Concave"|"Concave"|"20528963"|"11614594"
"Concave"|"Concave"|"20528971"|"11614592"
"Concave"|"Concave"|"20528974"|"11614593"
"Linear"|"Concave"|"20528975"|"11614648"
"Linear"|"Concave"|"20528976"|"11614650"
"Linear"|"Concave"|"20528977"|"11614779"
"Convex"|"Convex"|"20528978"|"11614693"
"Convex"|"Convex"|"20528979"|"11614696"
"Convex"|"Convex"|"20528980"|"11614699"
"Convex"|"Convex"|"20528981"|"11614702"
"Convex"|"Convex"|"20528982"|"11614705"
"Convex"|"Convex"|"20528983"|"11614519"
"Linear"|"Concave"|"20528985"|"11614520"
"Linear"|"Linear"|"20528989"|"11614735"
"Convex"|"Convex"|"20528992"|"11614652"
"Linear"|"Linear"|"20528994"|"11614733"
"Concave"|"Concave"|"20528995"|"11614734"
"Convex"|"Concave"|"20528997"|"11614630"
"Convex"|"Convex"|"20528999"|"11614635"
"Convex"|"Convex"|"20529001"|"11614636"
"Concave"|"Concave"|"20529003"|"11614550"
"Convex"|"Concave"|"20529004"|"11614551"
"Convex"|"Convex"|"20529008"|"11614694"
"Convex"|"Convex"|"20529009"|"11614697"
"Convex"|"Convex"|"20529010"|"11614700"
"Convex"|"Convex"|"20529011"|"11614703"
"Convex"|"Convex"|"20529012"|"11614706"
"Concave"|"Concave"|"20529014"|"11614521"
"Concave"|"Concave"|"20529016"|"11614523"
"Concave"|"Concave"|"20529017"|"11614552"
"Concave"|"Concave"|"20529021"|"11614614"
"Concave"|"Concave"|"20529023"|"11614628"
"Convex"|"Convex"|"20529027"|"11614617"
"Convex"|"Convex"|"20529028"|"11614620"
"Convex"|"Convex"|"20529029"|"11614623"
"Convex"|"Convex"|"20529030"|"11614626"
"Convex"|"Convex"|"20529031"|"11614684"
"Convex"|"Convex"|"20529032"|"11614689"
"Convex"|"Convex"|"20529033"|"11614496"
"Convex"|"Convex"|"20529034"|"11614499"
"Convex"|"Convex"|"20529035"|"11614502"
"Convex"|"Convex"|"20529036"|"11614505"
"Convex"|"Convex"|"20529037"|"11614508"
"Convex"|"Convex"|"20529038"|"11614511"
"Linear"|"Concave"|"20529039"|"11614874"
"Convex"|"Convex"|"20529040"|"11614871"
"Convex"|"Convex"|"20529041"|"11614860"
"Linear"|"Concave"|"20529042"|"11614856"
"Linear"|"Concave"|"20529043"|"11614817"
"Linear"|"Concave"|"20529044"|"11614808"
"Linear"|"Concave"|"20529045"|"11614668"
